														
Analyse du cycle de vie des produits	id: + 2076													
Quels autres écrivains soutinrent Les Chaises d'Eugène Ionesco ?	André Malraux, Jean-Paul Sartre et Albert Camus	Clara Malraux, Jules Supervielle, Arthur Adamov	Clara Malraux et Simone de Beauvoir	Samuel Beckett et Oscar Wilde		ANSWERS	Clara Malraux, Jules Supervielle, Arthur Adamov							
														
Résumé : Les Bonnes, Jean Genet	id: + 2967													
En quelle année fut représentée pour la première fois les Bonnes de Jean Genet ?	1927	1937	1947	1957		ANSWERS	1947							
Pour lequel de ses amis, homme de théâtre, Jean Genet rédigea-t-il la version définitive de les Bonnes ?	Louis Jouvet	Jean Cocteau	Jean Giraudoux	Georges Feydeau		ANSWERS	Louis Jouvet							
Avec quelle autre pièce les Bonnes de Genet fut-elle premièrement représentée ?	La Machine infernale, de Jean Cocteau	Antigone, de Jean Anouilh	L'Apollon de Marsac, de Jean Giraudoux	Le Médecin malgré lui, de Molière		ANSWERS	L'Apollon de Marsac, de Jean Giraudoux							
Combien de personnages les Bonnes de Jean Genet contient-il ?	Deux	Trois	Quatre	Cinq		ANSWERS	Trois							
Dans quel fait divers les Bonnes trouve-t-il probablement son inspiration ?	L'affaire Lemercier	L'affaire Landru	L'affaire Bonnot	L'affaire Papin		ANSWERS	L'affaire Papin							
Combien d'actes les Bonnes de Jean Genet contient-il ?	Un seul, ou pas du tout	Deux	Trois	Quatre		ANSWERS	Un seul, ou pas du tout							
Quelle relation y a-t-il entre les deux bonnes de la pièce de Genet ?	Elles sont de simples collègues	Elles sont cousines	Elles sont soeurs	Elles sont tante et nièce		ANSWERS	Elles sont soeurs							
Qui meurt à la fin de la pièce ?	Claire	Solange	Madame	Monsieur		ANSWERS	Claire							
Comment meurt ce personnage ?	Elle saute par la fenêtre	Elle boit par erreur la tisane empoisonnée	Elle boit intentionnellement la tisane empoisonnée	Elle est assassinée		ANSWERS	Elle boit intentionnellement la tisane empoisonnée							
Pourquoi est-il difficile pour le spectateur, au début de la pièce, de savoir quel personnage joue quel rôle ?	Car les bonnes se déguisent et jouent un rôle	Car les prénoms des personnages ne sont pas prononcés	Car les personnages des bonnes n'ont pas de prénom	Car il y a trop de personnages		ANSWERS	Car les bonnes se déguisent et jouent un rôle							
														
La question du genre théâtral dans Les Bonnes de Jean Genet	id: + 2968													
Quel auteur est le théoricien de la catharsis ?	Jean Genet	Aristote	Platon	Jean Cocteau		ANSWERS	Aristote							
Parmi ces personnages du théâtre antique et classique, lequel n'a pas pu inspirer Genet pour la monstruosité de ses personnages ?	Médée	Oedipe	Antigone	Phèdre		ANSWERS	Antigone							
Qu'a de particulier le projet de meurtre des bonnes, qui en fait un projet de meurtre monstrueux ?	C'est un crime sans aucun motif	C'est un crime très violent, barbare	C'est un crime motivé par une raison sociale	C'est un crime passionnel		ANSWERS	C'est un crime sans aucun motif							
Quel homme de théâtre, ami de Genet, a repris directement le mythe d'Oedipe dans une de ses pièces ?	Jean-Paul Sartre	Louis Jouvet	Jean Cocteau	Jean Anouilh		ANSWERS	Jean Cocteau							
Laquelle de ces caractéristiques du théâtre classique est-elle absente de la pièce de Genet ?	La règle des trois unités	La présence d'un personnage à portée mythologique	Le fatum	La catharsis		ANSWERS	La présence d'un personnage à portée mythologique							
Parmi ces pièces, laquelle ne contient pas de mise en abyme théâtrale ?	Phèdre, de Racine	Hamlet, de Shakespeare	La vie est un songe, de Calderon	Les Bonnes, de Jean Genet		ANSWERS	Phèdre, de Racine							
Pourquoi les personnages des bonnes peuvent-ils avoir une portée comique ?	Parce qu'elles sont, par essence, des personnages comiques	Parce qu'il s'agit d'une vision à contre courant du personnage traditionnel des bonnes dans le théâtre	Le complot qu'elles manigancent a une portée comique	Elles sont une référence à Scapin, des Fourberies de Scapin de Molière		ANSWERS	Parce qu'il s'agit d'une vision à contre courant du personnage traditionnel des bonnes dans le théâtre							
Quel personnage se suicide, donnant ainsi une portée tragique à la pièce ?	Madame	Solange	Claire	Monsieur		ANSWERS	Claire							
Qu'est-ce que la théorie narrative du revolver de Tchekhov ?	Une théorie selon laquelle il doit y avoir un suicide dans chaque pièce	Une théorie selon laquelle il doit y avoir un meurtre dans chaque pièce	Une théorie selon laquelle il doit y avoir des éléments inutiles dans une pièce	Une théorie selon laquelle chaque élément doit avoir un rôle, dans une pièce		ANSWERS	Une théorie selon laquelle chaque élément doit avoir un rôle, dans une pièce							
De quel genre théâtral le personnage de Madame est-il le plus proche ?	Le vaudeville	Le drame	La tragédie	Le symbolisme		ANSWERS	Le vaudeville							
														
Le second versant du XIXème siècle : Réalisme et Naturalisme	id: + 2969													
Qu’est-ce que le Naturalisme ?	Un genre	Une tonalité	Un mouvement	Un registre		ANSWERS	Un mouvement							
À quel siècle appartiennent les auteurs naturalistes ?	XVIème	XIXème	XXème	XVIIème		ANSWERS	XIXème							
Parmi ces auteurs, lequel n’est pas un auteur réaliste?	Baudelaire	Balzac	Maupassant	Stendhal		ANSWERS	Baudelaire							
Quelle est la différence entre le Réalisme et le Naturalisme ?	Le Réalisme n’existe que dans l’art et le Naturalisme dans la littérature	Ils imitent tous les deux le réel mais le Naturalisme est plus scientifique	Le Réalisme imite le réel et le Naturalisme le transforme	Il n’y en a aucune		ANSWERS	Ils imitent tous les deux le réel mais le Naturalisme est plus scientifique							
Qui a écrit le Roman expérimental ?	Zola	Huysmans	Flaubert	Maupassant		ANSWERS	Zola							
À quoi reconnaît-on notamment un texte réaliste ?	Au style d’écriture	À la disposition du texte sur la page	Aux thèmes et aux lieux	Au registre lyrique		ANSWERS	Aux thèmes et aux lieux							
Qui a peint Des Glaneuses?	Millet	Courbet	Van Gogh	Corot		ANSWERS	Millet							
Qu’est-ce qui peut troubler le lecteur dans les œuvres réalistes ?	Des personnages dans la déchéance la plus totale	La présence d’éléments surnaturels	Des lieux utopiques	L’écriture en vers		ANSWERS	Des personnages dans la déchéance la plus totale							
De quel roman Gervaise est-elle l’héroïne ?	L’Assommoir	Germinal	La Parure	La Parure		ANSWERS	L’Assommoir							
Qui est le chef de file du Naturalisme ?	Hugo	Zola	Balzac	Apollinaire		ANSWERS	Zola							
														
L'époque Romantique (1815 - 1848)	id: + 2970													
Qui a écrit Ruy Blas ?	Victor Hugo	Alfred de Musset	Alphonse de Lamartine	Gérard de Nerval		ANSWERS	Victor Hugo							
Quel est le registre dominant chez les Romantiques ?	Le registre comique	Le registre lyrique	Le registre fantastique	Le registre dramatique		ANSWERS	Le registre lyrique							
À quel siècle appartiennent les auteurs romantiques?	XXème	XIXème	XVIIIème	XVIIIème		ANSWERS	XIXème							
Qu’est-ce qui caractérise le drame romantique ?	Le respect de la règle des trois unités	Le refus des règles classiques	L’écriture en langue soutenue	Des personnages exclusivement d’origine noble		ANSWERS	Le refus des règles classiques							
Que signifie le mal du siècle ?	Un état d’incertitude et d’insatisfaction	Un sentiment de bien être	L’expression du bonheur	La peur de la mort		ANSWERS	Un état d’incertitude et d’insatisfaction							
Qui a écrit On ne badine pas avec l’amour ?	Alphonse de Lamartine	Victor Hugo	Alfred de Musset	Aloysius Bertrand		ANSWERS	Alfred de Musset							
Que représente le héros romantique?	L’ambition et la démesure	La souffrance et la solitude	La beauté et le luxe	Le vice et la corruption		ANSWERS	La souffrance et la solitude							
À quelle catégorie sociale les personnages du drame romantique appartiennent-ils ?	La bourgeoisie	La noblesse	La classe populaire	Toutes les catégories sociales		ANSWERS	Toutes les catégories sociales							
À quel genre rattache-t-on le drame romantique ?	Au théâtre	Au roman	À la poésie	À l’apologue		ANSWERS	Au théâtre							
Quel auteur n’appartient pas au Romantisme?	Victor Hugo	Emile Zola	Alphonse de Lamartine	Gérard de Nerval		ANSWERS	Emile Zola							
														
Le surréalisme	id: + 2971													
À quel siècle est né le Surréalisme ?	XIX ème	XVIII ème	XX ème	XVI ème		ANSWERS	XX ème							
Quel auteur ne fait pas partie du Surréalisme ?	Hugo	Aragon	Eluard	Desnos		ANSWERS	Hugo							
Qui a peint en 1930, Au Seuil de la Liberté ?	Max Ernst	Dali	De Chirico	Magritte		ANSWERS	Magritte							
Sur quel mouvement s’appuie le Surréalisme ?	Le Romantisme	Le Symbolisme	Le Dadaïsme	Le Classicisme		ANSWERS	Le Dadaïsme							
Comment s’appelle l’écriture caractéristique du Surréalisme ?	L’écriture automatique	L’écriture insolite	L’écriture poétique	L’écriture inconsciente		ANSWERS	L’écriture automatique							
Qui a défini le Surréalisme comme,  « La dictée de la pensée en l’absence de tout contrôle exercé par la raison, en dehors de toute préoccupation esthétique ou morale »?	Apollinaire	Aragon	Breton	Eluard		ANSWERS	Breton							
Qui a écrit le recueil Clair de Terre ?	Prévert	Breton	Lamartine	Aragon		ANSWERS	Breton							
Qu’est-ce qui caractérise les auteurs surréalistes ?	Le goût pour la perfection	La recherche de l’équilibre	Le rêve et les associations insolites	La quête d’un idéal		ANSWERS	Le rêve et les associations insolites							
En quoi consiste le « cadavre exquis » ?	À écrire des éléments de phrases sur le papier que l’on fait circuler.	À représenter la mort dans l’Art	À évoquer des personnes disparues dans les textes	À faire parler les morts		ANSWERS	À écrire des éléments de phrases sur le papier que l’on fait circuler.							
Qui a écrit Les Gorges froides ?	Eluard	Michaux	Supervielle	Desnos		ANSWERS	Desnos							
														
Analyse : La 25ème heure, Virgil Gheorghiu	id: + 2972													
En quelle année a été publié l’ouvrage ?	1939	1949	1959	1969		ANSWERS	1949							
Quel est le thème du roman ?	La Première Guerre mondiale	La Seconde Guerre mondiale	La guerre d’Algérie	La guerre d’Indochine		ANSWERS	La Seconde Guerre mondiale							
Quel est le premier type de narration utilisé ?	Interne	Externe	Omniscient	Inexistant		ANSWERS	Omniscient							
Qui d’autre, à part le narrateur, prend la parole dans le roman ?	Traian Koruga	Eleonora West	Johann Moritz	Aristitza		ANSWERS	Traian Koruga							
Qu’est ce qui permet une mise en abyme de la littérature dans cet ouvrage ?	Sa structure	Ses personnages	Son thème	Ses variations de narration		ANSWERS	Ses variations de narration							
De quelle classe sociale font partie Traian et Eleonora ?	Les paysans	La classe moyenne	La bourgeoisie	L’aristocratie		ANSWERS	La bourgeoisie							
Quelle version de la vie propose cette œuvre ?	Une vision réaliste	Une vision utopiste	Une vision optimiste	Une vision pessimiste		ANSWERS	Une vision pessimiste							
Quelle est la profession de Koruga ?	Philosophe	Ouvrier	Prêtre	Ecrivain		ANSWERS	Prêtre							
Quels sont les derniers mots du roman ?	Une promesse de se revoir	Un regret sur l’état de la société	Un espoir de tout recommencer	Des excuses		ANSWERS	Une promesse de se revoir							
Quelle valeur ne fait partie de la conclusion de l’œuvre ?	La sensibilité	L’amour	L’individualité	Le bonheur		ANSWERS	L’amour							
														
Analyse et résumé : Douze hommes en colère, Reginald Rose	id: + 2973													
En quelle année fut écrit Douze hommes en colère ?	1857	1957	2007	2007		ANSWERS	1957							
Douze homme en colère, est-ce...	L'adaptation théâtrale d'une pièce télévisée	L'adaptation théâtrale d'un film	Une oeuvre originale	L'adaptation théâtrale d'un fait divers particulier		ANSWERS	L'adaptation théâtrale d'une pièce télévisée							
Quel réalisateur a adapté Douze hommes en colère, dont Reginald Rose écrivit également un scénario pour le cinéma ?	Orson Welles	John Mankiewicz	John Ford	Sidney Lumet		ANSWERS	Sidney Lumet							
Quel juré est d'abord seul à plaider non coupable ?	Le président du jury	Le juré 7	Le juré 3	Le juré 8		ANSWERS	Le juré 8							
Quel sociologue français introduit le concept de violence symbolique, présent dans l'oeuvre ?	Emile Durkheim	Michel Pinçon	Eric Maurin	Pierre Bourdieu		ANSWERS	Pierre Bourdieu							
Comment sont caractérisés les personnages qui persistent à voter coupable ?	Ils sont supérieurs sociologiquement	Ce sont les seuls hommes	Ils font tous du sport	Ils étaient amis auparavant		ANSWERS	Ils sont supérieurs sociologiquement							
Comment s'exerce cette domination, au début de la pièce ?	Par la violence physique	Par le refus de discuter	Par la parole	Par le rire ostentatoire		ANSWERS	Par la parole							
Combien d'actes contient Douze hommes en colère ?	Un seul	Deux	Trois	Quatre		ANSWERS	Deux							
Quel film est évoqué dans les didascalies, évoquant à la fois une américanité et une contemporanité ?	Singing in the rain	Citizen Kane	Le Parrain	West Side Story		ANSWERS	West Side Story							
